customer_id,age,gender,region,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,paperless_billing,payment_method,num_support_calls,late_payments_last_year,avg_monthly_usage_gb,churn
CUST10915,55,Female,North,69,74.38,5026.59,Month-to-month,DSL,Yes,Yes,No,Bank transfer,0,0,147.1,No
CUST10916,46,Male,West,32,41.53,1357.55,Month-to-month,No,No internet service,No internet service,Yes,Mailed check,3,3,0.0,Yes
CUST10917,52,Female,South,15,92.03,1330.04,Month-to-month,Fiber optic,No,No,Yes,Credit card,2,2,457.1,Yes
CUST10918,67,Female,North,54,84.41,4575.81,Month-to-month,Fiber optic,No,No,No,Bank transfer,3,0,205.0,Yes
CUST10919,34,Female,North,1,38.24,26.77,One year,DSL,No,No,Yes,Mailed check,1,2,81.4,Yes
CUST10920,58,Female,South,33,66.74,2241.32,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,1,1,335.1,Yes
CUST10921,72,Female,South,71,90.78,6455.47,Month-to-month,Fiber optic,No,No,Yes,Electronic check,0,2,469.6,Yes
CUST10922,54,Female,North,30,71.42,1828.79,Two year,DSL,Yes,No,Yes,Mailed check,4,2,258.5,Yes
CUST10923,46,Female,South,50,,3713.51,Month-to-month,Fiber optic,No,No,No,Mailed check,1,1,198.6,Yes
CUST10924,27,Female,North,38,79.3,2756.39,Two year,Fiber optic,No,,Yes,Electronic check,3,0,331.6,Yes
CUST10925,33,Female,South,16,76.43,1300.8,Month-to-month,Fiber optic,No,,Yes,Electronic check,1,0,264.9,No
CUST10926,77,Male,South,23,57.16,1283.83,One year,DSL,Yes,Yes,Yes,Electronic check,1,1,149.9,Yes
CUST10927,52,Male,South,38,97.75,3756.09,Month-to-month,Fiber optic,No,Yes,No,Credit card,1,0,408.8,No
CUST10928,36,Female,South,8,59.18,396.49,Two year,DSL,No,Yes,Yes,Credit card,2,0,107.0,No
CUST10929,44,Male,North,30,22.71,637.85,Month-to-month,No,No internet service,No internet service,Yes,Mailed check,2,1,0.0,No
CUST10930,54,Male,North,30,51.58,1422.2,Two year,No,No internet service,No internet service,Yes,Electronic check,1,1,,No
CUST10931,51,Female,North,61,42.66,2582.43,Month-to-month,DSL,No,Yes,Yes,Electronic check,2,1,133.8,No
CUST10932,62,Female,East,9,57.48,570.22,One year,DSL,No,No,No,Electronic check,3,1,138.9,Yes
CUST10933,34,Female,West,61,47.51,2889.68,Month-to-month,DSL,Yes,No,Yes,Mailed check,3,1,143.0,Yes
CUST10934,58,Male,West,30,85.43,2495.53,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,2,0,388.5,Yes
CUST10935,45,Male,South,47,26.49,1199.51,Month-to-month,No,No internet service,No internet service,No,Electronic check,1,0,0.0,No
CUST10936,77,Female,East,41,95.45,3966.53,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,3,0,404.6,Yes
CUST10937,27,Female,South,22,49.39,1077.38,Month-to-month,DSL,No,No,Yes,Mailed check,3,3,175.4,Yes
CUST10938,27,Male,West,68,54.33,3534.52,One year,DSL,Yes,No,Yes,Credit card,2,1,112.4,No
CUST10939,47,Female,West,17,54.21,979.88,Month-to-month,DSL,No,Yes,Yes,Electronic check,1,1,99.5,Yes
CUST10940,50,Male,West,3,18.0,12.6,Month-to-month,No,No internet service,No internet service,No,Electronic check,1,2,0.0,Yes
CUST10941,61,Female,West,55,93.32,5009.67,Month-to-month,Fiber optic,No,Yes,No,Credit card,3,2,417.2,Yes
CUST10942,43,Female,South,45,95.81,4264.54,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,0,0,365.9,Yes
CUST10943,75,Female,West,65,67.35,4391.06,Month-to-month,DSL,,Yes,No,Bank transfer,0,2,261.6,Yes
CUST10944,47,Female,West,33,24.3,756.1,One year,No,No internet service,No internet service,Yes,Credit card,1,1,0.0,No
CUST10945,26,Male,South,2,50.07,35.05,Month-to-month,DSL,No,No,Yes,Bank transfer,2,1,141.7,Yes
CUST10946,25,Male,West,2,36.76,123.52,Two year,No,No internet service,No internet service,No,Electronic check,1,0,0.0,No
CUST10947,79,Male,North,32,35.22,1136.03,Month-to-month,No,No internet service,No internet service,No,Mailed check,2,0,0.0,No
CUST10948,26,Female,West,18,107.15,1950.1,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,3,2,441.1,Yes
CUST10949,77,Female,West,67,28.73,1794.0,Two year,No,No internet service,No internet service,Yes,Electronic check,1,0,0.0,No
CUST10950,35,Female,North,9,71.53,572.35,Month-to-month,DSL,Yes,No,No,Electronic check,1,2,117.8,Yes
CUST10951,23,Male,East,64,77.84,4998.42,Month-to-month,Fiber optic,No,No,No,Credit card,4,1,262.7,Yes
CUST10952,37,Male,North,16,60.99,947.68,Two year,DSL,Yes,Yes,No,Bank transfer,0,1,164.8,Yes
CUST10953,56,Female,West,9,104.95,931.7,Two year,Fiber optic,Yes,Yes,No,Electronic check,4,2,199.2,Yes
CUST10954,44,Female,West,20,71.43,1411.13,One year,DSL,Yes,Yes,Yes,Electronic check,2,3,118.2,Yes
CUST10955,67,Female,East,11,60.1,689.32,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,1,2,179.0,Yes
CUST10956,56,Male,West,29,47.54,1227.96,One year,DSL,Yes,No,Yes,Credit card,2,0,59.4,No
CUST10957,43,Male,North,24,54.96,1212.7,Two year,DSL,No,Yes,Yes,Electronic check,1,0,255.7,No
CUST10958,57,Female,South,39,80.15,2823.17,Two year,Fiber optic,No,Yes,No,Electronic check,0,1,373.5,No
CUST10959,79,Female,South,39,99.25,3941.27,Month-to-month,Fiber optic,No,No,Yes,Credit card,1,0,359.7,Yes
CUST10960,43,Male,North,1,59.6,121.77,Month-to-month,DSL,No,No,Yes,Credit card,2,1,183.7,Yes
CUST10961,27,Female,South,9,18.0,109.72,Month-to-month,No,No internet service,No internet service,Yes,Credit card,0,1,0.0,Yes
CUST10962,43,Male,South,12,18.0,213.47,Month-to-month,No,No internet service,No internet service,No,Electronic check,1,0,0.0,No
CUST10963,70,Male,South,15,49.22,722.44,One year,DSL,No,Yes,Yes,Electronic check,1,1,126.2,Yes
CUST10964,31,Female,South,7,82.41,626.41,Month-to-month,Fiber optic,Yes,No,Yes,,1,2,289.8,Yes
CUST10965,77,Female,West,23,85.33,1870.43,Month-to-month,Fiber optic,No,Yes,No,Electronic check,1,0,382.8,Yes
CUST10966,55,Female,South,40,104.15,4044.47,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,3,1,243.1,Yes
CUST10967,55,Male,West,23,72.33,1665.69,Month-to-month,Fiber optic,No,No,Yes,Electronic check,1,0,288.8,Yes
CUST10968,37,Female,South,24,115.9,2642.37,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,1,3,279.6,Yes
CUST10969,75,Female,South,34,47.57,1626.1,Month-to-month,DSL,No,Yes,Yes,Credit card,4,0,191.1,Yes
CUST10970,20,Female,South,40,43.91,1788.97,Month-to-month,DSL,Yes,No,No,Credit card,1,1,221.6,No
CUST10971,36,Male,South,24,109.88,2494.13,Two year,Fiber optic,Yes,Yes,No,Bank transfer,3,0,381.6,No
CUST10972,44,Female,South,16,100.21,1569.12,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,1,0,267.7,Yes
CUST10973,48,Female,South,30,23.18,704.26,Month-to-month,No,No internet service,No internet service,No,Electronic check,0,0,0.0,No
CUST10974,47,Female,North,2,55.81,147.45,Month-to-month,DSL,No,No,No,Mailed check,1,1,86.3,Yes
CUST10975,27,Male,South,36,67.07,2349.86,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,2,1,217.0,Yes
CUST10976,32,Female,East,68,64.37,4427.5,Month-to-month,DSL,Yes,Yes,Yes,Credit card,2,1,223.6,No
CUST10977,24,Male,South,29,45.04,1321.25,Month-to-month,DSL,Yes,No,Yes,Credit card,0,3,196.0,No
CUST10978,54,Male,West,8,32.18,224.14,Month-to-month,DSL,No,Yes,No,Electronic check,3,2,146.6,Yes
CUST10979,40,Female,South,51,73.55,3758.83,Month-to-month,Fiber optic,No,No,Yes,Electronic check,0,1,366.8,Yes
CUST10980,53,Male,West,10,106.16,1011.47,One year,Fiber optic,Yes,No,Yes,Mailed check,1,1,297.3,Yes
CUST10981,55,Female,West,14,111.55,1604.6,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,2,2,35.2,Yes
CUST10982,62,Male,West,11,84.38,908.35,Month-to-month,Fiber optic,No,Yes,No,Credit card,1,2,269.8,Yes
CUST10983,52,Female,West,64,47.42,2925.97,One year,DSL,No,Yes,No,Electronic check,1,1,183.4,No
CUST10984,58,Female,North,71,,6411.23,Month-to-month,Fiber optic,Yes,No,No,Credit card,3,1,233.2,Yes
CUST10985,54,Female,East,42,56.39,2316.8,Month-to-month,DSL,No,No,Yes,Bank transfer,2,3,,Yes
CUST10986,59,Male,North,45,31.01,1404.88,Month-to-month,No,No internet service,No internet service,No,Mailed check,2,2,0.0,No
CUST10987,56,Male,West,47,26.73,1206.99,Month-to-month,DSL,No,No,Yes,Electronic check,2,0,73.5,No
CUST10988,37,Male,East,44,118.58,5261.55,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,1,1,,Yes
CUST10989,33,Male,South,40,36.32,1369.15,Two year,No,No internet service,No internet service,No,Bank transfer,0,2,0.0,No
CUST10990,67,Female,West,72,86.02,5655.88,Two year,Fiber optic,Yes,No,Yes,Mailed check,2,2,242.4,Yes
CUST10991,39,Male,North,53,79.82,3903.78,Two year,Fiber optic,No,Yes,Yes,Mailed check,3,3,254.1,Yes
CUST10992,52,Male,East,7,97.87,642.76,Month-to-month,Fiber optic,Yes,No,No,Credit card,3,0,357.6,Yes
CUST10993,30,Male,East,29,56.95,1563.31,Month-to-month,DSL,No,No,Yes,Credit card,2,1,211.2,Yes
CUST10994,45,Male,North,71,93.92,6635.47,Month-to-month,Fiber optic,Yes,Yes,Yes,,0,0,245.0,No
CUST10995,51,Female,East,30,29.58,884.63,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,4,0,0.0,No
CUST10996,57,Female,West,15,23.87,386.73,Month-to-month,No,No internet service,No internet service,No,Credit card,0,2,0.0,No
CUST10997,51,Male,North,63,92.02,5805.48,Month-to-month,Fiber optic,Yes,No,No,Electronic check,3,0,369.9,Yes
CUST10998,40,Female,East,45,89.26,4066.62,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,2,2,283.9,Yes
CUST10999,78,Female,South,41,90.43,3653.67,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,0,1,339.1,No
CUST11000,50,Male,East,31,90.91,2797.49,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,5,1,331.7,Yes
CUST11001,68,Male,North,9,76.93,755.12,One year,DSL,Yes,Yes,Yes,Credit card,3,1,224.8,No
CUST11002,64,Male,West,28,36.03,902.63,Month-to-month,DSL,No,No,Yes,Credit card,1,1,125.9,Yes
CUST11003,53,Male,West,32,44.02,1271.09,Two year,DSL,No,No,Yes,Mailed check,2,2,180.5,No
CUST11004,73,Male,North,68,82.27,5535.43,Month-to-month,Fiber optic,,,Yes,Bank transfer,2,2,204.9,Yes
CUST11005,26,Male,South,23,49.7,1132.35,Month-to-month,DSL,No,Yes,Yes,Credit card,3,0,201.3,No
CUST11006,76,Female,East,11,53.04,559.55,Month-to-month,DSL,No,Yes,No,Credit card,3,1,182.9,No
CUST11007,71,Male,East,31,70.88,2230.4,Month-to-month,DSL,Yes,No,No,Credit card,2,2,234.1,No
CUST11008,49,Female,South,72,23.51,1706.77,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,2,2,0.0,Yes
CUST11009,64,Male,North,35,39.71,1318.04,Month-to-month,DSL,Yes,No,No,Electronic check,2,2,274.2,No
CUST11010,50,Male,North,28,47.77,1251.71,One year,DSL,No,No,Yes,Credit card,1,4,5.0,Yes
CUST11011,34,Female,West,49,82.58,4046.41,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,3,1,339.3,Yes
CUST11012,68,Female,South,47,57.4,2738.47,Month-to-month,DSL,No,Yes,No,Bank transfer,3,0,165.2,No
CUST11013,33,Female,West,22,30.56,752.35,Two year,No,No internet service,No internet service,Yes,Bank transfer,1,1,0.0,No
CUST11014,37,Male,South,70,29.74,2120.45,Month-to-month,No,No internet service,No internet service,No,Mailed check,2,6,0.0,Yes
CUST11015,50,Male,West,43,86.61,3519.57,One year,Fiber optic,Yes,No,Yes,Mailed check,3,2,393.1,No
CUST11016,70,Male,North,5,76.07,375.19,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,2,0,390.0,Yes
CUST11017,42,Male,North,30,77.59,2337.65,Month-to-month,Fiber optic,No,No,Yes,Electronic check,3,0,446.4,Yes
CUST11018,49,Female,West,67,,3775.02,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,1,1,246.2,No
CUST11019,20,Male,West,29,55.15,1625.21,Month-to-month,DSL,Yes,No,No,Bank transfer,2,2,128.8,No
CUST11020,25,Male,South,41,64.91,2429.93,One year,DSL,Yes,No,No,Credit card,2,4,86.6,No
CUST11021,21,Female,South,45,62.04,2822.22,Month-to-month,DSL,Yes,No,Yes,Electronic check,2,1,143.4,Yes
CUST11022,22,Male,South,51,95.24,4831.04,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,1,0,391.0,Yes
CUST11023,72,Male,South,63,,3028.05,Month-to-month,DSL,No,No,No,Electronic check,3,1,309.0,Yes
CUST11024,71,Male,North,11,73.08,820.18,Two year,DSL,Yes,,No,Electronic check,1,1,131.0,Yes
CUST11025,69,Male,West,38,99.73,3568.77,One year,Fiber optic,,Yes,Yes,Mailed check,1,1,230.3,Yes
CUST11026,21,Female,South,39,88.12,3176.75,Two year,Fiber optic,No,Yes,Yes,Electronic check,5,0,182.5,No
CUST11027,22,Female,East,11,63.03,709.26,One year,DSL,No,Yes,Yes,Credit card,0,1,102.2,No
CUST11028,35,Female,North,49,45.24,2137.46,One year,DSL,No,No,Yes,Credit card,4,1,92.8,No
CUST11029,53,Male,North,9,35.91,234.41,Month-to-month,DSL,No,Yes,Yes,Electronic check,1,0,155.4,Yes
CUST11030,39,Female,East,33,56.93,1802.67,Two year,DSL,Yes,Yes,Yes,Credit card,0,0,167.9,No
CUST11031,48,Female,South,24,94.47,2255.66,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,2,3,391.1,Yes
CUST11032,28,Male,East,12,25.8,280.59,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,4,1,0.0,Yes
CUST11033,64,Female,North,60,86.63,4972.81,One year,Fiber optic,Yes,No,Yes,Credit card,3,0,470.6,No
CUST11034,37,Male,West,18,84.52,1500.34,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,1,1,446.5,No
CUST11035,22,Female,East,19,67.44,1215.9,Month-to-month,Fiber optic,,Yes,Yes,Electronic check,2,1,329.9,Yes
CUST11036,64,Female,West,62,96.25,5976.57,Month-to-month,Fiber optic,No,No,Yes,Electronic check,3,1,124.1,Yes
CUST11037,74,Male,North,64,49.92,3162.03,Month-to-month,DSL,No,No,Yes,Mailed check,0,1,200.4,No
CUST11038,18,Male,South,3,47.7,168.55,Two year,DSL,No,No,Yes,Credit card,3,2,79.2,No
CUST11039,45,Male,South,21,81.28,1735.35,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,5,0,317.2,Yes
CUST11040,70,Female,East,52,105.55,5138.92,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,2,0,361.8,No
CUST11041,62,Male,South,57,65.81,3739.53,Month-to-month,DSL,No,Yes,Yes,Electronic check,1,0,295.0,No
CUST11042,71,Female,North,72,48.33,3296.39,One year,DSL,Yes,No,No,Credit card,2,0,118.2,No
CUST11043,44,Male,South,40,68.65,2665.16,Month-to-month,DSL,No,Yes,No,Electronic check,1,0,226.6,No
CUST11044,41,Male,South,1,56.55,172.66,Two year,DSL,Yes,No,No,Bank transfer,3,4,131.2,Yes
CUST11045,62,Female,South,63,75.89,4817.49,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,0,4,443.5,Yes
CUST11046,27,Female,North,12,85.06,982.64,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,3,1,329.5,Yes
CUST11047,33,Female,South,9,80.17,814.65,Month-to-month,Fiber optic,Yes,No,No,Electronic check,2,0,433.7,Yes
CUST11048,55,Male,East,49,49.79,2514.3,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,0,1,248.5,No
CUST11049,60,Male,South,44,70.76,3039.12,Month-to-month,DSL,Yes,Yes,No,Electronic check,0,0,129.3,No
CUST11050,25,Male,South,5,22.79,67.95,One year,No,No internet service,No internet service,No,Bank transfer,1,0,0.0,No
CUST11051,50,Female,East,13,93.17,1107.04,Two year,Fiber optic,No,Yes,Yes,Credit card,3,0,357.4,No
CUST11052,40,Female,West,43,59.87,2412.58,One year,DSL,No,Yes,Yes,Electronic check,2,2,151.8,Yes
CUST11053,49,Male,South,19,62.49,1182.0,Month-to-month,DSL,,Yes,Yes,,2,1,160.4,Yes
CUST11054,78,Female,East,50,67.54,3416.16,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,6,2,305.5,Yes
CUST11055,22,Male,West,30,84.33,2251.98,Two year,Fiber optic,Yes,Yes,No,Electronic check,3,1,361.5,No
CUST11056,80,Female,East,43,30.69,1230.21,Two year,No,No internet service,No internet service,No,Bank transfer,1,3,0.0,No
CUST11057,46,Female,West,35,74.25,2663.02,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,0,3,356.3,Yes
CUST11058,66,Female,West,27,91.73,2300.59,Two year,Fiber optic,Yes,No,No,Credit card,4,1,361.6,Yes
CUST11059,44,Male,North,25,79.09,1973.09,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,1,0,301.0,Yes
CUST11060,37,Female,South,51,52.16,2410.6,Two year,DSL,No,No,No,Bank transfer,1,1,,No
CUST11061,66,Male,East,38,103.1,3650.07,Two year,Fiber optic,No,Yes,Yes,Mailed check,4,0,374.6,No
CUST11062,61,Female,West,43,100.75,4094.23,One year,Fiber optic,Yes,Yes,No,Credit card,2,4,194.4,No
CUST11063,27,Male,South,42,39.49,1671.93,Month-to-month,DSL,Yes,No,No,Bank transfer,0,1,33.3,No
CUST11064,62,Female,North,15,33.48,483.52,One year,No,No internet service,No internet service,Yes,Credit card,1,0,0.0,No
CUST11065,65,Male,East,66,105.22,7006.43,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,2,1,442.7,Yes
CUST11066,42,Male,North,41,85.97,3351.73,One year,DSL,Yes,No,No,Mailed check,1,1,235.0,Yes
CUST11067,76,Female,East,52,56.75,2923.62,Month-to-month,DSL,No,No,Yes,Credit card,1,0,48.1,No
CUST11068,58,Female,South,64,18.0,1037.62,One year,No,No internet service,No internet service,No,Mailed check,0,0,0.0,No
CUST11069,39,Male,East,67,29.35,1833.18,Two year,No,No internet service,No internet service,No,Bank transfer,6,1,0.0,No
CUST11070,18,Female,West,49,102.96,5021.73,Month-to-month,Fiber optic,,Yes,No,Mailed check,0,1,296.9,Yes
CUST11071,60,Male,East,57,23.13,1271.0,Month-to-month,No,No internet service,No internet service,Yes,Credit card,2,1,0.0,No
CUST11072,31,Male,East,34,35.43,1114.26,One year,No,No internet service,No internet service,Yes,Electronic check,1,1,0.0,Yes
CUST11073,65,Male,East,54,18.0,1001.54,Month-to-month,No,No internet service,No internet service,No,Credit card,2,0,0.0,No
CUST11074,51,Male,West,24,28.72,628.62,Month-to-month,No,No internet service,No internet service,Yes,Mailed check,2,1,0.0,Yes
CUST11075,47,Male,West,52,63.1,3225.42,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,3,1,356.9,No
CUST11076,28,Male,North,7,72.5,556.8,Month-to-month,Fiber optic,No,No,Yes,Mailed check,2,0,290.1,Yes
CUST11077,62,Male,East,66,81.94,5182.58,One year,Fiber optic,No,No,No,Electronic check,1,0,180.6,Yes
CUST11078,28,Male,North,18,89.37,1596.86,One year,Fiber optic,Yes,,Yes,Credit card,1,2,367.4,Yes
CUST11079,44,Male,West,48,38.99,1851.76,Month-to-month,DSL,No,No,Yes,Credit card,3,1,143.8,Yes
CUST11080,70,Female,East,1,77.0,76.94,Month-to-month,Fiber optic,No,No,Yes,Credit card,2,3,420.9,Yes
CUST11081,75,Female,South,12,28.3,348.2,Month-to-month,No,No internet service,No internet service,No,Credit card,1,2,0.0,Yes
CUST11082,80,Male,North,72,51.14,3758.38,Month-to-month,DSL,No,No,Yes,Bank transfer,2,0,73.1,Yes
CUST11083,78,Male,South,61,25.61,1571.54,One year,No,No internet service,No internet service,No,Mailed check,1,3,0.0,No
CUST11084,53,Female,East,17,94.32,1666.87,Month-to-month,Fiber optic,No,Yes,No,Credit card,2,2,336.8,Yes
CUST11085,30,Female,North,10,48.57,,Month-to-month,DSL,No,No,No,Electronic check,1,1,243.6,Yes
CUST11086,70,Female,North,59,65.59,3505.95,Two year,DSL,No,No,No,Credit card,1,1,156.5,No
CUST11087,68,Female,West,72,83.11,6025.76,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,2,1,329.1,No
CUST11088,80,Female,West,13,107.28,1414.58,One year,Fiber optic,Yes,No,No,Bank transfer,2,2,244.2,Yes
CUST11089,59,Female,North,48,63.13,3094.2,Month-to-month,DSL,No,No,Yes,Mailed check,1,0,211.2,No
CUST11090,26,Male,South,21,78.44,1647.96,Month-to-month,Fiber optic,No,No,No,Mailed check,3,1,268.8,Yes
CUST11091,49,Male,West,54,54.11,2961.97,Month-to-month,DSL,No,Yes,Yes,Electronic check,0,1,125.6,No
CUST11092,46,Male,East,31,89.07,2691.72,One year,Fiber optic,No,Yes,No,Mailed check,0,1,409.6,Yes
CUST11093,71,Male,East,10,30.99,293.3,Two year,No,No internet service,No internet service,No,Mailed check,0,1,0.0,No
CUST11094,42,Female,South,24,98.95,2385.38,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,4,0,362.8,Yes
CUST11095,38,Female,South,39,79.59,3109.41,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,1,1,307.0,Yes
CUST11096,23,Female,North,58,86.37,4966.11,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,3,2,216.1,Yes
CUST11097,70,Male,East,2,18.0,12.6,One year,No,No internet service,No internet service,Yes,Electronic check,1,0,0.0,Yes
CUST11098,65,Male,North,69,55.23,3619.85,One year,DSL,No,Yes,Yes,Credit card,0,1,67.0,No
CUST11099,20,Male,North,47,66.54,2914.33,One year,DSL,No,No,Yes,Electronic check,2,0,162.7,Yes
CUST11100,45,Female,East,64,48.82,2882.38,Two year,DSL,Yes,Yes,Yes,Bank transfer,1,1,183.3,No
CUST11101,48,Male,West,67,77.01,5157.44,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,3,0,254.4,Yes
CUST11102,47,Male,East,12,84.21,1012.01,One year,Fiber optic,No,No,Yes,Mailed check,1,1,447.0,Yes
CUST11103,75,Female,South,7,106.87,787.51,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,0,0,333.0,No
CUST11104,27,Female,South,56,60.25,3446.84,Month-to-month,DSL,No,Yes,No,Bank transfer,2,2,81.0,Yes
CUST11105,37,Female,South,14,32.95,502.41,Two year,DSL,No,No,No,Mailed check,2,0,232.7,No
CUST11106,29,Male,South,11,65.17,675.23,Month-to-month,Fiber optic,No,No,Yes,,1,1,407.7,Yes
CUST11107,33,Male,East,34,25.98,769.23,One year,No,No internet service,No internet service,No,Electronic check,2,1,0.0,Yes
CUST11108,75,Male,South,66,40.21,2598.9,One year,DSL,No,No,Yes,Mailed check,2,2,199.3,No
CUST11109,77,Male,East,58,59.37,,Two year,DSL,Yes,No,Yes,Mailed check,1,0,210.8,No
CUST11110,20,Female,West,38,53.96,2136.06,Month-to-month,DSL,No,No,Yes,Bank transfer,2,0,153.6,No
CUST11111,57,Male,West,15,83.1,1273.17,Month-to-month,Fiber optic,Yes,No,No,Mailed check,0,0,293.1,No
CUST11112,32,Male,North,25,70.15,1503.63,Two year,DSL,No,No,Yes,Credit card,2,2,194.2,No
CUST11113,30,Female,South,50,93.9,4527.31,One year,Fiber optic,Yes,No,Yes,Mailed check,3,0,348.2,Yes
CUST11114,36,Male,North,12,99.12,1219.99,Month-to-month,Fiber optic,No,Yes,No,Electronic check,1,2,482.1,Yes
CUST11115,30,Male,South,38,102.21,3797.48,One year,Fiber optic,Yes,Yes,Yes,Electronic check,2,2,544.3,Yes
CUST11116,48,Male,South,1,80.5,159.13,Month-to-month,Fiber optic,No,No,Yes,Electronic check,3,1,360.1,Yes
CUST11117,80,Male,North,24,56.06,1341.65,One year,DSL,Yes,No,No,Mailed check,3,0,34.9,Yes
CUST11118,54,Male,West,18,22.02,332.35,Two year,No,No internet service,No internet service,No,Credit card,3,1,0.0,Yes
CUST11119,63,Female,South,50,99.81,4933.9,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,2,2,282.5,Yes
CUST11120,49,Female,West,66,,3362.37,Month-to-month,DSL,No,Yes,Yes,Mailed check,1,1,55.7,Yes
CUST11121,18,Male,North,11,69.25,657.23,Two year,DSL,No,No,No,Electronic check,1,0,22.3,No
CUST11122,23,Male,North,58,74.54,4231.52,One year,Fiber optic,No,No,Yes,Credit card,0,1,303.4,No
CUST11123,34,Male,South,48,27.14,1104.75,Two year,No,No internet service,No internet service,Yes,Electronic check,3,1,0.0,No
CUST11124,33,Female,North,70,54.71,3860.88,Month-to-month,DSL,No,Yes,Yes,Mailed check,3,2,80.4,No
CUST11125,70,Female,South,66,52.49,3204.77,Two year,DSL,No,Yes,Yes,Credit card,1,2,78.6,No
CUST11126,71,Female,West,8,84.72,,Month-to-month,DSL,Yes,Yes,No,Mailed check,2,1,119.7,Yes
CUST11127,71,Male,North,54,83.61,4464.06,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,4,0,378.8,No
CUST11128,58,Male,North,43,21.95,830.45,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,2,1,0.0,No
CUST11129,53,Male,East,9,86.36,716.92,One year,Fiber optic,Yes,Yes,Yes,,0,2,387.3,No
CUST11130,58,Male,South,19,87.41,,Two year,Fiber optic,No,Yes,Yes,Electronic check,1,0,510.2,Yes
CUST11131,43,Male,East,67,80.99,5270.42,One year,Fiber optic,No,No,Yes,Bank transfer,4,0,212.5,Yes
CUST11132,60,Female,South,40,70.81,2676.05,One year,Fiber optic,No,No,No,Mailed check,1,0,193.5,No
CUST11133,68,Male,West,25,53.76,1368.9,Month-to-month,DSL,Yes,No,No,Electronic check,0,1,204.1,Yes
CUST11134,66,Female,North,24,63.1,1443.33,Month-to-month,DSL,No,Yes,Yes,Electronic check,0,2,67.6,Yes
CUST11135,56,Female,South,61,97.27,5959.88,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,1,0,452.4,Yes
CUST11136,21,Female,East,21,87.24,,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,1,0,351.8,Yes
CUST11137,63,Male,West,12,87.59,1166.32,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,0,2,378.8,Yes
CUST11138,41,Female,South,42,78.39,3021.23,Two year,Fiber optic,No,No,Yes,Mailed check,1,2,384.6,No
CUST11139,64,Male,East,72,19.98,1227.32,One year,No,No internet service,No internet service,Yes,Electronic check,5,1,0.0,No
CUST11140,51,Male,North,14,48.8,616.4,One year,DSL,Yes,No,No,Mailed check,5,1,148.1,No
CUST11141,73,Male,North,19,42.43,758.01,Month-to-month,DSL,Yes,No,No,Mailed check,3,0,106.4,Yes
CUST11142,39,Male,North,34,49.98,1663.25,Month-to-month,DSL,No,Yes,Yes,Mailed check,1,0,183.1,Yes
